3357,0.0
1923,0.0
291,1.0
533,1.0
2040,1.0
1241,1.0
2023,0.0
3571,0.0
154,1.0
1789,0.0
1664,0.0
3404,0.0
590,1.0
513,1.0
723,1.0
921,1.0
992,1.0
2701,0.0
3004,0.0
2874,0.0
2296,0.0
1491,0.0
2479,0.0
1091,1.0
3102,0.0
3359,0.0
289,1.0
140,1.0
1280,1.0
111,1.0
3595,0.0
1908,0.0
1279,1.0
210,1.0
1668,0.0
3094,0.0
2982,0.0
279,1.0
3433,0.0
334,1.0
127,1.0
3667,0.0
822,1.0
3213,0.0
12,1.0
2665,1.0
2698,0.0
777,1.0
1522,0.0
3644,0.0
2334,0.0
31,1.0
2571,0.0
582,1.0
270,1.0
2129,0.0
1120,1.0
2550,0.0
1821,0.0
516,0.0
1922,0.0
1657,0.0
377,1.0
619,1.0
1843,0.0
834,1.0
3373,1.0
438,1.0
916,1.0
2024,0.0
3099,0.0
2774,0.0
607,1.0
3522,0.0
1631,0.0
1760,0.0
2000,0.0
955,1.0
259,1.0
361,1.0
2417,0.0
3402,1.0
2610,1.0
3317,0.0
2906,0.0
1159,1.0
506,1.0
2060,0.0
2030,0.0
962,1.0
1342,1.0
119,1.0
1339,1.0
3192,0.0
313,1.0
519,1.0
1335,0.0
2578,0.0
2741,0.0
2091,0.0
1243,1.0
2853,0.0
1931,0.0
535,1.0
1604,0.0
3219,0.0
2384,1.0
1001,1.0
2104,0.0
323,1.0
2302,0.0
172,1.0
815,1.0
2226,0.0
1541,0.0
29,1.0
470,1.0
704,1.0
2242,0.0
1545,0.0
835,1.0
2577,0.0
3322,0.0
1856,0.0
2416,0.0
2609,0.0
1485,0.0
1991,0.0
3103,0.0
2867,0.0
2259,0.0
2812,0.0
2203,0.0
3081,0.0
3633,0.0
232,1.0
1973,0.0
3488,0.0
2014,1.0
853,1.0
651,1.0
3077,0.0
1135,1.0
1246,1.0
2656,0.0
2919,0.0
2199,0.0
1582,0.0
3177,0.0
1502,0.0
2124,0.0
1006,1.0
3371,0.0
2325,0.0
648,1.0
3654,0.0
1181,0.0
1775,0.0
2011,0.0
1526,0.0
944,1.0
1777,0.0
1441,1.0
3492,0.0
2313,0.0
1571,0.0
2542,0.0
2096,0.0
3024,0.0
363,1.0
1156,1.0
530,1.0
358,1.0
253,1.0
286,1.0
282,1.0
1458,1.0
2797,0.0
2739,0.0
2979,0.0
2599,0.0
1310,1.0
691,1.0
908,1.0
3398,0.0
2644,0.0
492,1.0
441,1.0
833,1.0
2361,0.0
3232,0.0
2223,0.0
136,1.0
1048,0.0
557,1.0
3176,0.0
1936,0.0
2737,0.0
2570,0.0
1943,0.0
1287,1.0
3237,0.0
819,1.0
1377,0.0
72,1.0
3329,0.0
1801,0.0
2692,0.0
409,1.0
2596,0.0
1453,1.0
1108,1.0
151,1.0
3442,0.0
1827,0.0
2379,0.0
2555,0.0
1880,0.0
1893,0.0
245,1.0
452,0.0
3491,0.0
2162,0.0
809,1.0
3377,0.0
1610,0.0
1138,1.0
1974,0.0
1916,0.0
839,1.0
1540,0.0
1608,0.0
2102,0.0
173,1.0
869,1.0
1205,1.0
1654,0.0
1675,0.0
241,1.0
2347,0.0
344,1.0
3234,0.0
3618,0.0
1360,1.0
3606,0.0
3477,0.0
1686,0.0
784,1.0
2263,0.0
3118,0.0
720,1.0
3558,0.0
1218,1.0
3589,0.0
1750,0.0
1195,1.0
2217,0.0
1744,0.0
1451,1.0
722,1.0
795,1.0
1618,0.0
1053,0.0
2482,0.0
3043,0.0
2236,0.0
750,1.0
512,1.0
1085,1.0
1124,0.0
1198,1.0
338,1.0
776,1.0
3499,0.0
74,1.0
627,1.0
3529,0.0
2235,0.0
2766,0.0
2622,0.0
1227,1.0
1904,0.0
2345,0.0
1715,0.0
1751,0.0
25,1.0
2999,0.0
3651,0.0
408,1.0
3400,0.0
563,1.0
3178,0.0
2891,0.0
2498,0.0
3376,0.0
2959,0.0
2743,0.0
2990,0.0
1794,0.0
2730,0.0
2657,0.0
3352,0.0
3283,0.0
421,1.0
3486,0.0
1346,1.0
2674,0.0
181,0.0
2667,0.0
2201,0.0
926,1.0
982,1.0
1023,1.0
1368,1.0
3615,0.0
1697,0.0
3079,0.0
1720,1.0
1264,1.0
2966,0.0
3534,1.0
659,1.0
1292,1.0
2505,0.0
1492,0.0
1214,1.0
2191,0.0
2360,0.0
237,1.0
5,1.0
1770,0.0
3418,0.0
3387,0.0
789,1.0
3580,0.0
1373,1.0
1244,0.0
2219,0.0
2786,0.0
376,0.0
2195,0.0
2839,0.0
1911,0.0
1765,0.0
1739,0.0
1495,0.0
2425,0.0
2534,0.0
2065,0.0
647,1.0
2021,1.0
2143,0.0
1371,1.0
3445,0.0
3423,0.0
2996,0.0
3533,0.0
3017,0.0
1879,0.0
2200,0.0
2813,0.0
3262,0.0
364,1.0
1583,0.0
2883,0.0
1814,0.0
2536,0.0
3078,0.0
