3537,0.0
1534,0.0
2155,0.0
449,1.0
3539,0.0
841,1.0
2419,0.0
2973,0.0
3370,0.0
3322,0.0
3097,0.0
158,1.0
1519,0.0
1686,0.0
3511,1.0
2698,0.0
2636,1.0
1505,0.0
1657,0.0
3677,0.0
3541,0.0
834,1.0
3646,0.0
464,1.0
1914,0.0
3600,0.0
3102,0.0
2857,0.0
3529,0.0
845,1.0
2119,0.0
2836,0.0
1329,0.0
108,1.0
2305,0.0
1936,0.0
1207,1.0
2080,1.0
3535,0.0
2104,0.0
2631,0.0
2565,0.0
561,0.0
2175,0.0
3050,0.0
795,1.0
1987,0.0
529,1.0
2005,1.0
2828,0.0
1291,0.0
2204,0.0
1199,1.0
1348,1.0
997,1.0
3464,0.0
827,0.0
2773,0.0
3358,0.0
2492,0.0
2444,0.0
2473,0.0
2566,0.0
3220,0.0
2584,0.0
315,1.0
2113,0.0
1212,1.0
2369,0.0
2960,0.0
3172,0.0
472,1.0
1961,0.0
1010,1.0
99,1.0
2556,0.0
3611,0.0
2902,0.0
1039,1.0
1284,1.0
1508,1.0
457,1.0
2522,0.0
860,1.0
1801,0.0
3523,0.0
2190,0.0
1034,1.0
889,1.0
2380,0.0
1589,0.0
2798,0.0
1243,1.0
3326,0.0
1626,0.0
1927,0.0
2860,0.0
2297,0.0
1084,1.0
3576,0.0
440,1.0
1933,0.0
418,1.0
633,0.0
3379,0.0
3565,0.0
952,1.0
3146,0.0
3165,0.0
3138,0.0
343,1.0
785,1.0
285,1.0
2544,0.0
253,1.0
2141,0.0
2088,0.0
83,1.0
364,1.0
511,1.0
2477,0.0
663,1.0
676,1.0
2110,0.0
772,0.0
309,1.0
2531,0.0
3445,0.0
3510,1.0
498,1.0
994,1.0
355,1.0
2050,0.0
2823,0.0
1259,1.0
1498,0.0
1825,1.0
230,1.0
2806,0.0
1336,1.0
390,1.0
1812,0.0
2600,0.0
2935,0.0
137,1.0
2400,0.0
3296,0.0
124,1.0
3199,0.0
712,1.0
3612,0.0
1580,0.0
3630,0.0
3564,0.0
2235,0.0
1871,0.0
2258,0.0
1728,0.0
1541,0.0
335,1.0
412,0.0
2722,1.0
947,1.0
2554,0.0
721,1.0
3374,0.0
1379,1.0
833,1.0
1125,1.0
26,0.0
3133,0.0
993,1.0
728,0.0
2032,0.0
60,1.0
168,1.0
771,0.0
3560,0.0
2375,0.0
691,1.0
1700,0.0
1042,1.0
775,0.0
2620,0.0
2961,0.0
410,1.0
688,1.0
641,0.0
2341,0.0
683,1.0
2001,0.0
3281,0.0
870,1.0
1144,1.0
936,1.0
2498,0.0
2816,0.0
198,0.0
2589,0.0
1673,0.0
2678,0.0
3052,0.0
403,1.0
1775,0.0
531,1.0
3509,1.0
2042,0.0
596,1.0
2533,0.0
2257,0.0
1483,0.0
1841,0.0
3215,0.0
787,1.0
3016,0.0
1419,1.0
3273,0.0
957,1.0
1024,1.0
644,1.0
2843,0.0
85,1.0
1563,0.0
3051,0.0
1981,0.0
842,1.0
563,1.0
1202,1.0
1972,0.0
3513,0.0
426,1.0
1436,1.0
2058,0.0
1829,0.0
1273,1.0
2082,0.0
1205,1.0
2020,1.0
1826,0.0
95,1.0
38,1.0
1701,0.0
1400,1.0
2718,0.0
3184,0.0
550,1.0
2974,0.0
1292,1.0
3104,0.0
1628,0.0
587,1.0
280,1.0
944,1.0
78,1.0
275,1.0
2093,0.0
585,1.0
2280,0.0
3473,0.0
1071,0.0
3074,1.0
2350,0.0
3595,0.0
2625,0.0
539,1.0
2277,1.0
1093,1.0
3428,0.0
2615,0.0
2028,0.0
310,1.0
1752,0.0
1838,1.0
1208,1.0
3154,0.0
386,1.0
2403,0.0
1978,0.0
577,1.0
1774,0.0
3519,0.0
3481,1.0
3212,1.0
3023,0.0
2689,0.0
3641,0.0
1417,0.0
3234,0.0
811,1.0
3678,0.0
982,1.0
2167,0.0
2558,0.0
385,0.0
331,1.0
3487,0.0
2867,0.0
1298,1.0
520,0.0
2743,0.0
2101,0.0
2207,0.0
3617,0.0
3642,0.0
3176,0.0
2928,0.0
843,1.0
2130,0.0
113,1.0
1704,0.0
2037,0.0
3201,0.0
747,1.0
406,1.0
3126,0.0
2849,0.0
1562,0.0
10,1.0
306,1.0
33,1.0
3467,0.0
1004,1.0
2502,0.0
3386,0.0
502,0.0
2905,0.0
430,1.0
233,1.0
876,1.0
3339,0.0
428,1.0
1073,1.0
1892,0.0
715,0.0
1213,1.0
1970,0.0
1380,0.0
2338,0.0
1688,0.0
3427,0.0
3575,0.0
956,1.0
3680,0.0
2097,0.0
3002,0.0
1066,1.0
3004,0.0
623,1.0
1086,1.0
1301,1.0
333,1.0
650,1.0
2537,0.0
1257,1.0
582,1.0
2684,0.0
202,1.0
3044,0.0
203,0.0
2624,0.0
2422,1.0
1131,1.0
2585,0.0
661,1.0
3226,0.0
2514,0.0
584,1.0
1633,0.0
